Unnamed: 0,quote,author,tags,likes,sentiment,normalized_likes
6089,Try again. Fail again. Fail better.,Samuel Beckett,"inspiration,success",,-0.6249,
6090,Nothing will work unless you do.,Maya Angelou,inspiration,,0.0,
6091,"The way I see it, if you want the rainbow, you gotta put up with the rain!",Dolly Parton,inspiration,581.0,0.1511,0.003755309230291101
6092,"We are all worms, But I do believe that I am a glow worm.","Winston S. Churchill, Never Give In!: The Best of Winston Churchill's Speeches",inspiration,569.0,0.0,0.0036776131772505963
6093,"If you once forfeit the confidence of your fellow citizens, you can never regain their respect and esteem. It is true that you may fool all of the people some of the time; you can even fool some of the people all of the time; but you can't fool all of the people all of the time. -Speech at Clinton, Illinois, September 8, 1854.",Abraham Lincoln,"truth,inspiration,trust",540.0,-0.6679999999999999,0.003489847715736041
6094,"I want to thank you, Lord, for life and all that's in it. Thank you for the day and for the hour, and the minute. ",Maya Angelou,inspiration,539.0,0.6486,0.003483373044649332
6095,"...Next time you're faced with a choice, do the right thing. It hurts everyone less in the long run.","Wendelin Van Draanen, Flipped",inspiration,,-0.4767,
6096,"Great things are not done by impulse, but by a series of small things brought together.",Vincent van Gogh,inspiration,703.0,0.3716,0.004545219102869575
6097,"Things die. But they don't always stay dead. Believe me, I know.","Richelle Mead, Frostbite","inspiration,death",509.0,-0.1174,0.003289132912048068
6098,"Be yourself; no base imitator of another, but your best self. There is something which you can do better than another. Listen to the inward voice and bravely obey that. Do the things at which you are great, not what you were never made for.","Ralph Waldo Emerson, Self-Reliance and Other Essays",inspiration,591.0,0.9688,0.003820055941158189
6099,"Success is not the key to happiness. Happiness is the key to success. If you love what you are doing, you will be successful.",Albert Schweitzer,inspiration,,0.9738,
6100,I remembered the fox. One runs the risk of crying a bit if one allows oneself to be tamed.,"Antoine de Saint-Exupéry, The Little Prince",inspiration,759.0,-0.6369,0.004907800683725267
6101,"A rock pile ceases to be a rock pile the moment a single man contemplates it, bearing within him the image of a cathedral.","Antoine de Saint-Exupéry, The Little Prince","inspiration,writing",723.0,0.0,0.00467471252460375
6102,The problems of the world cannot possibly be solved by skeptics or cynics whose horizons are limited by the obvious realities. We need men who can dream of things that never were.,John Keats,"inspiration,dreams",,-0.6266,
6103,The only limits for tomorrow are the doubts we have today.,"Pittacus Lore, The Power of Six",inspiration,575.0,-0.29600000000000004,0.003716461203770849
6104,"In school we learn that mistakes are bad, and we are punished for making them. Yet, if you look at the way humans are designed to learn, we learn by making mistakes. We learn to walk by falling down. If we never fell down, we would never walk.","Robert T. Kiyosaki, Rich Dad, Poor Dad","inspiration,humanity",707.0,-0.9022,0.0045711177872164105
6105,I don't fit into any stereotypes. And I like myself that way.,C. JoyBell C.,"inspiration,self-improvement",568.0,0.1002,0.003671138506163887
6106,"Time weighs down on you like an old, ambiguous dream. You keep on moving, trying to sleep through it. But even if you go to the ends of the earth, you won't be able to escape it. Still, you have to go there- to the edge of the world. There's something you can't do unless you get there.","Haruki Murakami, Kafka on the Shore",inspiration,620.0,0.6369,0.004007821402672744
6107,"I hated every minute of training, but I said, 'Don't quit. Suffer now and live the rest of your life as a champion'.",Muhammad Ali,inspiration,588.0,0.2903,0.003800631927898063
6108,He who would learn to fly one day must first learn to walk and run and climb and dance, one cannot fly into flying. ,,,0.0,
6109,"She lacks confidence, she craves admiration insatiably. She lives on the reflections of herself in the eyes of others. She does not dare to be herself.",Anaïs Nin,inspiration,601.0,0.7783,0.0038848026520252772
6110,"Difficulties strengthen the mind, as labor does the body.",Seneca,"hope,inspiration",,0.0258,
6111,"Hope is important because it can make the present moment less difficult to bear. If we believe that tomorrow will be better, we can bear a hardship today.","Thich Nhat Hanh, Peace Is Every Step: The Path of Mindfulness in Everyday Life",inspiration,576.0,0.4754,0.003722935874857557
6112,Sometimes you can see things happen right in front of your eyes and still jump to the wrong conclusions.,"Jodi Picoult, Keeping Faith","god,inspiration,religion",511.0,-0.4767,0.003302082254221485
6113,"An eye is meant to see things.The soul is here for its own joy.A head has one use: For loving a true love.Feet: To chase after.Love is for vanishing into the sky. The mind,for learning what men have done and tried to do.Mysteries are not to be solved: The eye goes blindwhen it only wants to see why.A lover is always accused of something.But when he finds his love, whatever was lostin the looking comes back completely changed.","Jalaluddin Rumi, Night and Sleep",inspiration,,0.9133,
6114,"If a man is to shed the light of the sun upon other men, he must first of all have it within himself.",Romain Rolland,"truth,inspiration,light",559.0,0.0,0.003612866466383508
6115,Stay hungry. Stay foolish.,Steve Jobs,inspiration,547.0,-0.2732,0.0035351704133430024
6116,"When you judge another, you do not define them, you define yourself.",Wayne W. Dyer,inspiration,,0.0,
6117,"When you have exhausted all possibilities, remember this - you haven't.",Thomas A. Edison,"inspiration,advice",,-0.3612,
6118,"Each person deserves a day away in which no problems are confronted, no solutions searched for.","Maya Angelou, Wouldn't Take Nothing for My Journey Now",inspiration,518.0,-0.7351,0.003347404951828447
6119,"It is not the failure of others to appreciate your abilities that should trouble you, but rather your failure to appreciate theirs.",Confucius,inspiration,515.0,0.8575,0.003327980938568321
6120,"Nothing's perfect, the world's not perfect. But it's there for us, trying the best it can; that's what makes it so damn beautiful.","Hiromu Arakawa, Fullmetal Alchemist, Vol. 1",inspiration,535.0,0.9229999999999999,0.0034574743603024965
6121,"Once you learn to quit, it becomes a habit.",Vince Lombardi Jr.,inspiration,511.0,0.0,0.003302082254221485
6122,"If you haven’t the strength to impose your own terms upon life, then you must accept the terms it offers you.",T.S. Eliot,inspiration,561.0,0.5574,0.003625815808556926
6123,"The three great essentials to achieve anything worthwhile are, first, hard work; second, stick-to-itiveness; third, common sense.",Thomas A. Edison,"inspiration,success",778.0,0.7269,0.005030819434372735
6124,"What you are is God's gift to you, what you become is your gift to God.","Hans Urs von Balthasar, Prayer","philosophy,god,inspiration,religion,spiritual,meditation",878.0,0.7845,0.005678286543043613
6125,There is no passion to be found playing small - in settling for a life that is less than the one you are capable of living.,Nelson Mandela,inspiration,701.0,0.6369,0.004532269760696157
6126,"You are willing to die, you coward, but not to live.","Hermann Hesse, Steppenwolf",inspiration,,-0.5346,
6127,"I am seeking, I am striving, I am in it with all my heart.",Vincent van Gogh,inspiration,821.0,0.0,0.0053092302911012116
6128,"Feet, what do I need them forIf I have wings to fly.",Frida Kahlo,inspiration,,0.0,
6129,"I didn't come here of my own accord, and I can't leave that way.Whoever brought me here will have to take me home.",Jalaluddin Rumi,inspiration,633.0,0.0382,0.0040919921267999594
6130,Scars are just another kind of memory.,"M.L. Stedman, The Light Between Oceans","inspiration,memory",590.0,0.0,0.00381358127007148
6131,They laugh at me because I'm different, I laugh at them because they're all the same.,,,0.5574,
6132,"Never, ever, let anyone tell you what you can and can't do. Prove the cynics wrong. Pity them for they have no imagination. The sky's the limit. Your sky. Your limit. Now. Let's dance.",Tom Hiddleston,"inspiration,dreams",528.0,-0.7783,0.003412151662695535
6133,Pointing to another world will never stop vice among us, shedding light over this world can alone help us.,,,0.2235,
6134,"Yesterday is not ours to recover, but tomorrow is ours to win or lose.",Lyndon B. Johnson,inspiration,518.0,0.3919,0.003347404951828447
6135,"And that's when I understand that I have been stained. Whether I'm still in love with him, whether he was ever in love with me, and no matter who he's in love with now, Willem changed my life. He showed me how to get lost, and then I showed myself how to get found.","Gayle Forman, Just One Day",inspiration,498.0,0.8807,0.0032179115300942714
6136,...there ain't no journey what don't change you some.,"David Mitchell, Cloud Atlas","inspiration,joy",,0.2235,
6137,Beauty is about being comfortable in your own skin. It's about knowing and accepting who you are.,"Ellen DeGeneres, Seriously... I'm Kidding","inspiration,women",509.0,0.8658,0.003289132912048068
6138,"Besides, the world isn't split into good people and Death Eaters. We've all got both light and dark inside us. What matters is the part we choose to act on. That's who we really are.","J.K. Rowling, Harry Potter and the Prisoner of Azkaban",inspiration,,-0.7356,
6139,"We are afraid of losing what we have, whether it's our life or our possessions and property. But this fear evaporates when we understand that our life stories and the history of the world were written by the same hand.",Paulo Coelho,inspiration,473.0,-0.4854,0.0030560447529265513
6140,"I am always doing what I cannot do yet, in order to learn how to do it.",Vincent van Gogh,inspiration,634.0,0.0,0.004098466797886668
6141,"Maybe this is why we read, and why in moments of darkness we return to books: to find words for what we already know.","Alberto Manguel, A Reading Diary: A Passionate Reader's Reflections on a Year of Books","inspiration,writing",559.0,-0.25,0.003612866466383508
6142,If you have to dry the dishes (Such an awful boring chore)If you have to dry the dishes('Stead of going to the store)If you have to dry the dishesAnd you drop one on the floorMaybe they won't let youDry the dishes anymore,"Shel Silverstein, A Light in the Attic",inspiration,,-0.7506,
6143,"My task, which I am trying to achieve is, by the power of the written word, to make you hear, to make you feel--it is, before all, to make you see.","Joseph Conrad, Lord Jim","inspiration,writing",814.0,0.0,0.00526390759349425
6144,The strength of a woman is not measured by the impact that all her hardships in life have had on her, but the strength of a woman is measured by the extent of her refusal to allow those hardships to dictate her and who she becomes.,,,0.4939,
6145,One must still have chaos in oneself to be able to give birth to a dancing star.,Friedrich Nietzsche,"inspiration,writing",932.0,-0.5719,0.006027918781725888
6146,Life's great happiness is to be convinced we are loved.,"Victor Hugo, Les Misérables",inspiration,726.0,0.9359999999999999,0.004694136537863877
6147,"I began to realize how important it was to be an enthusiast in life. He taught me that if you are interested in something, no matter what it is, go at it at full speed ahead. Embrace it with both arms, hug it, love it and above all become passionate about it. Lukewarm is no good. Hot is no good either. White hot and passionate is the only thing to be.","Roald Dahl, My Uncle Oswald","inspiration,passion",759.0,0.9709,0.004907800683725267
6148,"And if my heart be scarred and burned,The safer, I, for all I learned.","Dorothy Parker, Sunset Gun: Poems","inspiration,learning",602.0,0.4215,0.003891277323111986
6149,"Believe there is a great power silently working all things for good, behave yourself and never mind the rest.",Beatrix Potter,"faith,inspiration",558.0,0.7906,0.0036063917952967994
6150,"I long to accomplish a great and noble task, but it is my chief duty to accomplish small tasks as if they were great and noble.",Helen Keller,inspiration,526.0,0.9628,0.0033992023205221176
6151,"As a single footstep will not make a path on the earth, so a single thought will not make a pathway in the mind. To make a deep physical path, we walk again and again. To make a deep mental path, we must think over and over the kind of thoughts we wish to dominate our lives.",Wilfred Arlan Peterson,inspiration,488.0,0.29600000000000004,0.0031531648192271835
6152,"All men want, not something to do with, but something to do, or rather something to be.","Henry David Thoreau, Walden","inspiration,sex",529.0,0.0387,0.003418626333782244
6153,"If you can't run, you crawl. If you can't crawl-- you find someone to carry you.",Joss Whedon,inspiration,479.0,0.0,0.003094892779446804
6154,"To truly laugh, you must be able to take your pain, and play with it.",Charlie Chaplin,inspiration,488.0,0.6808,0.0031531648192271835
6155,"I think that one of these days,"" he said, ""you're going to have to find out where you want to go. And then you've got to start going there. But immediately. You can't afford to lose a minute. Not you.","J.D. Salinger, The Catcher in the Rye",inspiration,1.0,0.3732,0.0
6156,"Ask yourself these three questions, Tatiana Metanova, and you will know who you are. Ask: What do believe in? What do you hope for? What do you love?","Paullina Simons, The Bronze Horseman","hope,inspiration",484.0,0.8243,0.0031272661348803483
6157,"The pure present is an ungraspable advance of the past devouring the future. In truth, all sensation is already memory.","Henri Bergson, Matter and Memory",inspiration,520.0,0.3182,0.003360354294001865
6158,"Belief, like fear or love, is a force to be understood as we understand the theory of relativity and principals of uncertainty. Phenomena that determine the course of our lives. Yesterday, my life was headed in one direction. Today, it is headed in another. Yesterday, I believe I would never have done what I did today. These forces that often remake time and space, that can shape and alter who weimagine ourselves to be, begin long before we are born and continue after we perish. Our lives and our choices, like quantum trajectories, are understood moment to moment. That each point of intersection, each encounter, suggest a new potential direction. Proposition, I have fallen in love with Luisa Rey. Is this possible? I just met her and yet, I feel like something important has happened to me.","David Mitchell, Cloud Atlas",inspiration,524.0,0.8625,0.0033862529783487
6159,"Life's like a movie, write your own ending. Keep believing, keep pretending.",Jim Henson,inspiration,454.0,0.4404,0.002933026002279084
6160,He not busy being born is busy dying.,Bob Dylan,"inspiration,art",482.0,0.0,0.0031143167927069307
6161,What would you do if you weren't afraid?,"Sheryl Sandberg, Lean In: Women, Work, and the Will to Lead","inspiration,women,business,self-improvement",,0.0,
6162,"Remake the world, a little at a time, each in your own corner of the world.",Rick Riordan,"inspiration,world",449.0,0.0,0.0029006526468455408
6163,"We can't choose our fate, but we can choose others. Be careful in knowing that.","J.K. Rowling, Harry Potter and the Order of the Phoenix","inspiration,prayer",494.0,0.2263,0.0031920128457474358
6164,"No man chooses evil because it is evil; he only mistakes it for happiness, the good he seeks.",Mary Wollstonecraft Shelley,inspiration,,-0.7906,
6165,What is now proved was once only imagined.,William Blake,"truth,inspiration",,0.0,
6166,"Everything will turn out right, the world is built on that.","Mikhail Bulgakov, The Master and Margarita","humor,inspiration",721.0,0.0,0.004661763182430332
6167,"The arc of the moral universe is long, but it bends towards justice.",Theodore Parker,inspiration,635.0,0.6808,0.004104941468973376
6168,Desperation is the raw material of drastic change. Only those who can leave behind everything they have ever believed in can hope to escape. ,William S. Burroughs,"inspiration,change",618.0,0.1027,0.003994872060499328
6169,Reality is wrong. Dreams are for the real.,Tupac Shakur,inspiration,532.0,-0.1027,0.0034380503470423703
6170,"Thus, from the war of nature, from famine and death, the most exalted object which we are capable of conceiving, namely, the production of the higher animals, directly follows. There is grandeur in this view of life, with its several powers, having been originally breathed into a few forms or into one; and that, whilst this planet has gone cycling on according to the fixed law of gravity, from so simple a beginning endless forms most beautiful and most wonderful have been, and are being, evolved.","Charles Darwin, The Origin of Species","humor,inspiration,science",614.0,0.7496,0.003968973376152493
6171,You can't connect the dots looking forward, you can only connect them looking backwards. So you have to trust that the dots will somehow connect in your future.,,,0.0,
6172,Stop feeling sorry for yourself and you will be happy.,Stephen Fry,"philosophy,inspiration",616.0,0.4019,0.00398192271832591
6173,"Each suburban wife struggles with it alone. As she made the beds, shopped for groceries, matched slipcover material, ate peanut butter sandwiches with her children, chauffeured Cub Scouts and Brownies, lay beside her husband at night- she was afraid to ask even of herself the silent question-- 'Is this all?","Betty Friedan, The Feminine Mystique","inspiration,women,purpose",555.0,-0.5423,0.0035869677820366728
6174,"It only takes a split second to smile and forget, yet to someone that needed it, it can last a lifetime.","Steve Maraboli, Life, the Truth, and Being Free","inspiration,humanity",507.0,0.1531,0.0032761835698746503
6175,Fair means everyone gets what they need. And the only way to get what you need is to make it happen yourself.,"Rick Riordan, The Red Pyramid",inspiration,484.0,0.3182,0.0031272661348803483
6176,The only difference between you and God is that you have forgotten you are divine.,"Dan Brown, The Lost Symbol",inspiration,470.0,0.5859,0.003036620739666425
6177,"As is a tale, so is life: not how long it is, but how good it is, is what matters.",Seneca,inspiration,,0.6124,
6178,"Somehow I can't believe that there are any heights that can't be scaled by a man who knows the secrets of making dreams come true. This special secret, it seems to me, can be summarized in four Cs. They are curiosity, confidence, courage, and constancy, and the greatest of all is confidence. When you believe in a thing, believe in it all the way, implicitly and unquestionable.",Walt Disney Company,"inspiration,dreams,change,strength",445.0,0.9690000000000001,0.002874753962498705
6179,Nothing ever really goes away--it just changes into something else. Something beautiful.,"Sarah Ockler, Twenty Boy Summer",inspiration,430.0,0.5994,0.002777633896198073
6180,"You are not a victim. No matter what you have been through, you're still here. You may have been challenged, hurt, betrayed, beaten, and discouraged, but nothing has defeated you. You are still here! You have been delayed but not denied. You are not a victim, you are a victor. You have a history of victory.","Steve Maraboli, Unapologetically You: Reflections on Life and the Human Experience","love,inspiration,motivational,freedom,future",470.0,0.3954,0.003036620739666425
6181,Happiness is always there. You just have to choose to see it. There's no point dwelling in the dark and ignoring the light of the stars.,Carrie Hope Fletcher,"hope,inspiration,light",463.0,-0.0516,0.002991298042059464
6182,"Wasn't that the point of the book? For women to realize, We are just two people. Not that much separates us. Not nearly as much as I'd thought.","Kathryn Stockett, The Help","inspiration,women",714.0,0.0,0.004616440484823371
6183,"LAW 4 Always Say Less Than Necessary When you are trying to impress people with words, the more you say, the more common you appear, and the less in control. Even if you are saying something banal, it will seem original if you make it vague, open-ended, and sphinxlike. Powerful people impress and intimidate by saying less. The more you say, the more likely you are to say something foolish.","Robert Greene, The 48 Laws of Power","inspiration,motivational",796.0,0.765,0.005147363513933492
6184,I know because I read...Your mind is not a cage. It's a garden. And it requires cultivating.,Libba Bray,inspiration,,0.0,
6185,Gossip is just a tool to distract people who have nothing better to do from feeling jealous of those few of us still remaining with noble hearts.,"Anna Godbersen, Splendor","humor,inspiration",598.0,-0.5867,0.0038653786387651506
6186,We cannot be sure of having something to live for unless we are willing to die for it.,Ernesto Che Guevara,"inspiration,strength,passion",654.0,-0.7061,0.004227960219620843
6187,"I'm going to paraphrase Thoreau here... rather than love, than money, than faith, than fame, than fairness... give me truth. ","Jon Krakauer, Into the Wild",inspiration,650.0,0.9042,0.004202061535274007
6188,"I don't paint dreams or nightmares, I paint my own reality.",Frida Kahlo,"inspiration,dreams,art",693.0,-0.3089,0.004480472392002486
6189,I would rather make mistakes in kindness and compassion than work miracles in unkindness and hardness.,"Mother Teresa, A Gift for God: Prayers and Meditations","inspiration,humanity",608.0,0.5423,0.003930125349632239
6190,"If we all did the things we are really capable of doing, we would literally astound ourselves.",Thomas A. Edison,inspiration,586.0,0.6801,0.003787682585724645
6191,"Love. Fall in love and stay in love. Write only what you love, and love what you write. The word is love. You have to get up in the morning and write something you love, something to live for.",Ray Bradbury,inspiration,,0.9854,
6192,"I don't want to live in the kind of world where we don't look out for each other. Not just the people that are close to us, but anybody who needs a helping hand. I cant change the way anybody else thinks, or what they choose to do, but I can do my bit.",Charles de Lint,"inspiration,humanity",548.0,0.7899,0.003541645084429711
6193,"It doesn't matter if a million people tell you what you can't do, or if ten million tell you no. If you get one yes from God that's all you need.",Tyler Perry,"god,inspiration,motivational",509.0,0.3666,0.003289132912048068
6194,"Do you know what you are?You are a manuscript oƒ a divine letter.You are a mirror reflecting a noble face. This universe is not outside of you. Look inside yourself;everything that you want, you are already that.","Jalaluddin Rumi, Hush, Don't Say Anything to God: Passionate Poems of Rumi",inspiration,,0.7845,
6195,Self-respect is the root of discipline: The sense of dignity growswith the ability to say no to oneself.,Abraham Joshua Heschel,inspiration,,0.4215,
6196,In prayer it is better to have a heart without words than words without a heart. ,John Bunyan,"god,inspiration,prayer,words",,0.4404,
6197,"According to Aristophanes in Plato's The Banquet, in the ancient world of legend there were three types of people.In ancient times people weren't simply male or female, but one of three types : male/male, male/female or female/female. In other words, each person was made out of the components of two people. Everyone was happy with this arrangment and never really gave it much thought. But then God took a knife and cut everyone in half, right down the middle. So after that the world was divided just into male and female, the upshot being that people spend their time running around trying to locate their missing half.","Haruki Murakami, Kafka on the Shore",inspiration,481.0,0.5023,0.0031078421216202217
6198,"Don't give up the fight,Stand up for your rights.",Bob Marley,"inspiration,strength",,0.0,
6199,"I’ve had many enemies over the years. If there’s one thing I’ve learned, it’s never engage in a fight you’re sure to lose. On the other hand, never let anyone who has insulted you get away with it. Bide your time and strike back when you’re in a position of strength—even if you no longer need to strike back.","Stieg Larsson, The Girl with the Dragon Tattoo",inspiration,,-0.7752,
6200,"I choose gentleness... Nothing is won by force. I choose to be gentle. If I raise my voice may it be only in praise. If I clench my fist, may it be only in prayer. If I make a demand, may it be only of myself.",Max Lucado,"god,inspiration",454.0,0.4592,0.002933026002279084
6201,"Go and make interesting mistakes, make amazing mistakes, make glorious and fantastic mistakes. Break rules. Leave the world more interesting for your being here.","Neil Gaiman, Make Good Art",inspiration,704.0,0.8834,0.004551693773956283
6202,Faith is the bird that feels the light and sings when the dawn is still dark.,Rabindranath Tagore,"faith,inspiration",590.0,0.4215,0.00381358127007148
6203,"God, grant me the serenity to accept the things I cannot change, the courage to change the things I can, and the wisdom to know the difference.",Reinhold Niebuhr,inspiration,545.0,0.7889,0.0035222210711695844
6204,"There is no need to search; achievement leads to nowhere. It makes no difference at all, so just be happy now! Love is the only reality of the world, because it is all One, you see. And the only laws are paradox, humor and change. There is no problem, never was, and never will be. Release your struggle, let go of your mind, throw away your concerns, and relax into the world. No need to resist life, just do your best. Open your eyes and see that you are far more than you imagine. You are the world, you are the universe; you are yourself and everyone else, too! It's all the marvelous Play of God. Wake up, regain your humor. Don't worry, just be happy. You are already free!","Dan Millman, Way of the Peaceful Warrior: A Book That Changes Lives","philosophy,inspiration,self-improvement",512.0,0.9781,0.0033085569253081945
6205,"It is truth that liberates, not your effort to be free.","Jiddu Krishnamurti, The First and Last Freedom","truth,inspiration,religion",545.0,0.6808,0.0035222210711695844
6206,Your sacred space is where you can find yourself over and over again.,Joseph Campbell,"inspiration,spiritual,meditation",585.0,0.0,0.0037812079146379365
6207,"Every man is more than just himself; he also represents the unique, the very special and always significant and remarkable point at which the world's phenomena intersect, only once in this way, and never again. That is why every man's story is important, eternal, sacred; that is why every man, as long as he lives and fulfills the will of nature, is wondrous, and worthy of consideration. In each individual the spirit has become flesh, in each man the creation suffers, within each one a redeemer is nailed to the cross.","Hermann Hesse, Demian. Die Geschichte von Emil Sinclairs Jugend",inspiration,,0.9152,
6208,"Sometimes, as we're stumbling along in the dark, we hit something good.","Susan Ee, Angelfall",inspiration,452.0,0.4404,0.0029200766601056665
6209,A villain is just a victim whose story hasn’t been told.,"Chris Colfer, The Wishing Spell",inspiration,,-0.6908,
6210,The greatest discovery of any generation is that a human can alter his life by altering his attitude.,William James,inspiration,500.0,0.6369,0.003230860872267689
6211,"And I thought that all those little kids are going to grow up someday. And all of those little kids are going to do the things that we do. And they will all kiss someone someday. But for now, sledding is enough. I think it would be great if sledding were always enough, but it isn't.","Stephen Chbosky, The Perks of Being a Wallflower","humor,inspiration",1204.0,0.5346,0.0077890293173106815
6212,"You must accept the reality of other people. You think that reality is up for negotiation, that we think it's whatever you say it is. You must accept that we are as real as you are; you must accept that you are not God.","J.K. Rowling, The Casual Vacancy","god,inspiration,reality",415.0,0.7172,0.002680513829897441
6213,"If you can't you must, and if you must you can.",Anthony Robbins,inspiration,,0.0,
6214,"Awake, arise or be for ever fall’n.","John Milton, Paradise Lost",inspiration,519.0,0.0,0.003353879622915156
6215,"I am who I am; no more, no less.","Terry Goodkind, Wizard's First Rule","inspiration,spiritual,self-improvement",,-0.5267,
6216,"Indeed, learning to write may be part of learning to read. For all I know, writing comes out of a superior devotion to reading.","Eudora Welty, On Writing","inspiration,writing,learning",428.0,0.7579,0.0027646845540246555
6217,Only the gentle are ever really strong.,James  Dean,inspiration,414.0,0.7574,0.0026740391588107324
6218,"Be a lamp, or a lifeboat, or a ladder. Help someone's soul heal. Walk out of your house like a shepherd.",Jalaluddin Rumi,"life,inspiration,purpose",517.0,0.6369,0.0033409302807417387
6219,"If you want to build a ship, don’t drum up the men to gather wood, divide the work, and give orders. Instead, teach them to yearn for the vast and endless sea.",Antoine de Saint-Exupéry,"inspiration,leadership",582.0,0.0772,0.00376178390137781
6220,Anything is possible. Anything can be.,Shel Silverstein,inspiration,22276.0,0.0,0.1442232984564384
6221,"You can’t go back and make a new start, but you can start right now and make a brand new ending.","James R. Sherman, Rejection",inspiration,396.0,0.0,0.0025574950792499737
6222,"I think the act of reading imbues the reader with a sensitivity toward the outside world that people who don't read can sometimes lack. I know it seems like a contradiction in terms; after all reading is such a solitary, internalizing act that it appears to represent a disengagement from day-to-day life. But reading, and particularly the reading of fiction, encourages us to view the world in new and challenging ways...It allows us to inhabit the consciousness of another which is a precursor to empathy, and empathy is, for me, one of the marks of a decent human being.","John Connolly, The Book of Lost Things","inspiration,writing",432.0,0.4019,0.0027905832383714906
6223,"The soul should always stand ajar, ready to welcome the ecstatic experience.",Emily Dickinson,"inspiration,writing",620.0,0.8316,0.004007821402672744
6224,"Be silent and safe — silence never betrays you; Be true to your word and your work and your friend; Put least trust in him who is foremost to praise you,Nor judge of a road till it draw to the end.","John Boyle O'Reilly, Life of John Boyle O'Reilly","inspiration,poetry,motivational,friendship,purpose,trust,advice",567.0,0.9127,0.0036646638350771774
6225,We should not judge people by their peak of excellence, but by the distance they have traveled from the point where they started.,,,0.6249,
6226,The universe doesn’t give you what you ask for with your thoughts - it gives you what you demand with your actions.,"Steve Maraboli, Life, the Truth, and Being Free","inspiration,success,poetry,motivational,change,science",555.0,-0.128,0.0035869677820366728
6227,"How should we be able to forget those ancient myths that are at the beginning of all peoples, the myths about dragons that at the last moment turn into princesses; perhaps all the dragons of our lives are princesses who are only waiting to see us once beautiful and brave. Perhaps everything terrible is in its deepest being something helpless that wants help from us.So you must not be frightened if a sadness rises up before you larger than any you have ever seen; if a restiveness, like light and cloudshadows, passes over your hands and over all you do. You must think that something is happening with you, that life has not forgotten you, that it holds you in its hand; it will not let you fall. Why do you want to shut out of your life any uneasiness, any miseries, or any depressions? For after all, you do not know what work these conditions are doing inside you.","Rainer Maria Rilke, Letters to a Young Poet","inspiration,poetry,change,strength,depression,attitude",,-0.0844,
6228,"Be soft. Do not let the world make you hard. Do not let the pain make you hate. Do not let the bitterness steal your sweetness. Take pride that even though the rest of the world may disagree, you still believe it to be a beautiful place","Iain Thomas, I Wrote This For You",inspiration,,0.5514,
6229,"No. Don't give up hope just yet. It's the last thing to go. When you have lost hope, you have lost everything. And when you think all is lost, when all is dire and bleak, there is always hope.","Pittacus Lore, I Am Number Four","hope,faith,inspiration",473.0,-0.9461,0.0030560447529265513
6230,Anything under God's control is never out of control.,Charles R. Swindoll,"love,god,hope,inspiration",,0.0,
6231,You can't outwit fate by standing on the sidelines placing little sidebets about the outcome of life. either you wade in and risk everything you have to play the game or you don't play at all. and if u don't play u can't win.,"Judith McNaught, Paradise",inspiration,446.0,0.7672,0.0028812286335854137
6232,"The butterfly counts not months but moments, and has time enough.",Rabindranath Tagore,inspiration,521.0,0.0,0.003366828965088573
6233,Intellectual growth should commence at birth and cease only at death.,Albert Einstein,inspiration,456.0,0.25,0.0029459753444525017
6234,"What the caterpillar calls the end of the world, the master calls a butterfly.","Richard Bach, Illusions: The Adventures of a Reluctant Messiah",inspiration,471.0,0.0,0.0030430954107531338
6235,"If you really want to do something, you'll find a way. If you don't, you'll find an excuse.",Jim Rohn,inspiration,516.0,0.2247,0.0033344556096550296
6236,Written words can also sing.,"Ngũgĩ wa Thiong’o, Dreams in a Time of War","inspiration,writing",401.0,0.0,0.0025898684346835183
6237,"Don't limit a child to your own learning, for she was born in another time.",Rabindranath Tagore,inspiration,462.0,0.0,0.002984823370972755
6238,"no matter how ugly the world gets or how stupid it shows me it is, I always have faith",Gerard Way,inspiration,387.0,-0.7184,0.0024992230394695948
6239,Sticking feathers up your butt does not make you a chicken!,"Chuck Palahniuk, Fight Club","humor,inspiration",419.0,0.0,0.002706412514244277
6240,it is impossible to build one's own happiness on the unhappiness of others. This perspective is at the heart of Buddhist teachings.,Daisaku Ikeda,"happiness,inspiration,freedom,future",416.0,0.0516,0.00268698850098415
6241,One mistake does not have to rule a person's entire life.,"Joyce Meyer, Any Minute",inspiration,414.0,-0.34,0.0026740391588107324
6242,"You know what I can't understand? You have all these people telling you all the time how great you are, smart and funny and talented and all that, I mean endlessly, I've been telling you for years. So why don't you believe it? why do you think people say that stuff, Em? Do you think it's a conspiracy, people secretly ganging up to be nice about you?","David Nicholls, One Day","humor,inspiration",380.0,0.924,0.002453900341862633
6243,"a wind has blown the rain away & the sky away & all the leaves away, & the trees stand. i think i, too, have known autumn too long.",E.E. Cummings,inspiration,389.0,0.0,0.0025121723816430123
6244,"Never let the future disturb you. You will meet it, if you have to, with the same weapons of reason which today arm you against the present.","Marcus Aurelius, Meditations","inspiration,future",1184.0,-0.6808,0.007659535895576505
6245,"Don’t only practice your art, but force your way into its secrets, for it and knowledge can raise men to the divine.",Ludwig van Beethoven,"philosophy,truth,inspiration",676.0,0.7096,0.0043704029835284364
6246,We don't receive wisdom, we must discover it for ourselves after a journey that no one can take for us or spare us.,,,-0.4168,
